index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor,Size
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,tonne.km,kg CO2e of CH4 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of CH4 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,miles,kg CO2e of CH4 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,tonne.km,kg CO2e of CH4 per unit,3e-05,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of CH4 per unit,1e-05,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,miles,kg CO2e of CH4 per unit,2e-05,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,tonne.km,kg CO2e of N2O per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of N2O per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,miles,kg CO2e of N2O per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,tonne.km,kg CO2e of N2O per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of N2O per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,miles,kg CO2e of N2O per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,tonne.km,kg CO2e of N2O per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of N2O per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,miles,kg CO2e of N2O per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,tonne.km,kg CO2e of N2O per unit,0.00405,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of N2O per unit,0.00162,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,miles,kg CO2e of N2O per unit,0.0026,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,0.36985,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.14592,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.23485,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e,0.36985,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.14592,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.23485,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.36487,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.14395,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.23166,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.36487,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.14395,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.23166,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00022,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,9e-05,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00015,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00022,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,9e-05,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00015,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00476,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00189,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00304,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00476,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00189,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00304,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.12474,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e,0.03798,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.06113,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.24915,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e,0.05777,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.09298,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.20519,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.07609,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.12246,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e,0.21992,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.06976,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e,0.11228,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.12288,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03759,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.0605,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.24671,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.05723,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.0921,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.20291,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.07533,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.12124,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CO2 per unit,0.21748,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.06922,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.1114,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00078,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00017,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00027,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00103,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00037,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00096,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00032,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00052,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of CH4 per unit,0.00103,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00037,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00108,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00022,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00036,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00141,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00031,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00051,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00132,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00044,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.0007,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,tonne.km,kg CO2e of N2O per unit,0.00141,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00031,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00051,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kg CO2e,,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e,0.46138,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kg CO2e,0.74251,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kg CO2e,,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e,0.55061,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kg CO2e,0.88612,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kg CO2e,,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e,0.774,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,miles,kg CO2e,1.24562,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,tonne.km,kg CO2e,,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,km,kg CO2e,0.67912,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,miles,kg CO2e,1.09292,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kg CO2e,,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e,0.62775,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e,1.01024,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,tonne.km,kg CO2e,,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e,0.64734,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e,1.04178,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,tonne.km,kg CO2e,,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,km,kg CO2e,0.64659,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,miles,kg CO2e,1.04057,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,tonne.km,kg CO2e,,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,km,kg CO2e,0.65975,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,miles,kg CO2e,1.06176,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kg CO2e of CO2 per unit,,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.45595,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kg CO2e of CO2 per unit,0.73378,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kg CO2e of CO2 per unit,,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.54399,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kg CO2e of CO2 per unit,0.87546,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kg CO2e of CO2 per unit,,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.76318,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,miles,kg CO2e of CO2 per unit,1.22821,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,tonne.km,kg CO2e of CO2 per unit,,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,km,kg CO2e of CO2 per unit,0.67005,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,miles,kg CO2e of CO2 per unit,1.07833,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kg CO2e of CO2 per unit,,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CO2 per unit,0.61554,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e of CO2 per unit,0.99061,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,tonne.km,kg CO2e of CO2 per unit,,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CO2 per unit,0.63282,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e of CO2 per unit,1.01842,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,tonne.km,kg CO2e of CO2 per unit,,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,km,kg CO2e of CO2 per unit,0.63216,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,miles,kg CO2e of CO2 per unit,1.01736,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,tonne.km,kg CO2e of CO2 per unit,,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of CO2 per unit,0.64764,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,miles,kg CO2e of CO2 per unit,1.04228,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kg CO2e of CH4 per unit,,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00011,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kg CO2e of CH4 per unit,0.00018,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kg CO2e of CH4 per unit,,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00013,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kg CO2e of CH4 per unit,0.00022,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kg CO2e of CH4 per unit,,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00022,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,miles,kg CO2e of CH4 per unit,0.00037,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,tonne.km,kg CO2e of CH4 per unit,,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,km,kg CO2e of CH4 per unit,0.00019,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,miles,kg CO2e of CH4 per unit,0.0003,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kg CO2e of CH4 per unit,,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CH4 per unit,0.00012,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e of CH4 per unit,0.00019,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,tonne.km,kg CO2e of CH4 per unit,,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CH4 per unit,0.00015,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,tonne.km,kg CO2e of CH4 per unit,,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,km,kg CO2e of CH4 per unit,0.00015,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,tonne.km,kg CO2e of CH4 per unit,,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of CH4 per unit,0.00016,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,miles,kg CO2e of CH4 per unit,0.00026,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,tonne.km,kg CO2e of N2O per unit,,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00532,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,miles,kg CO2e of N2O per unit,0.00855,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,tonne.km,kg CO2e of N2O per unit,,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00648,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,miles,kg CO2e of N2O per unit,0.01043,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,tonne.km,kg CO2e of N2O per unit,,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.01059,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),0% Laden,miles,kg CO2e of N2O per unit,0.01704,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,tonne.km,kg CO2e of N2O per unit,,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,km,kg CO2e of N2O per unit,0.00888,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,0% Laden,miles,kg CO2e of N2O per unit,0.01429,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,tonne.km,kg CO2e of N2O per unit,,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of N2O per unit,0.01209,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,kg CO2e of N2O per unit,0.01944,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,tonne.km,kg CO2e of N2O per unit,,
