index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,miles,kg CO2e,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,km,kg CO2e,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,miles,kg CO2e,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,km,kg CO2e of CO2 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,miles,kg CO2e of CO2 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,km,kg CO2e of CO2 per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,miles,kg CO2e of CO2 per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,km,kg CO2e of CO2 per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,miles,kg CO2e of CO2 per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,km,kg CO2e of CO2 per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,miles,kg CO2e of CO2 per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,km,kg CO2e of CO2 per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,miles,kg CO2e of CO2 per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,km,kg CO2e of CO2 per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,miles,kg CO2e of CO2 per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,km,kg CO2e of CO2 per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,miles,kg CO2e of CO2 per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,km,kg CO2e of CO2 per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,miles,kg CO2e of CO2 per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,km,kg CO2e of CO2 per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,miles,kg CO2e of CO2 per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,km,kg CO2e of CH4 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,miles,kg CO2e of CH4 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,km,kg CO2e of CH4 per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,miles,kg CO2e of CH4 per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,km,kg CO2e of CH4 per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,miles,kg CO2e of CH4 per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,km,kg CO2e of CH4 per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,miles,kg CO2e of CH4 per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,km,kg CO2e of CH4 per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,miles,kg CO2e of CH4 per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,km,kg CO2e of CH4 per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,miles,kg CO2e of CH4 per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,km,kg CO2e of CH4 per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,miles,kg CO2e of CH4 per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,km,kg CO2e of CH4 per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,miles,kg CO2e of CH4 per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,km,kg CO2e of CH4 per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,miles,kg CO2e of CH4 per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,km,kg CO2e of N2O per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,CNG,miles,kg CO2e of N2O per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,km,kg CO2e of N2O per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,CNG,miles,kg CO2e of N2O per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,km,kg CO2e of N2O per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,CNG,miles,kg CO2e of N2O per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,km,kg CO2e of N2O per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,CNG,miles,kg CO2e of N2O per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,km,kg CO2e of N2O per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,CNG,miles,kg CO2e of N2O per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,km,kg CO2e of N2O per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,CNG,miles,kg CO2e of N2O per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,km,kg CO2e of N2O per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,CNG,miles,kg CO2e of N2O per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,km,kg CO2e of N2O per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,CNG,miles,kg CO2e of N2O per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,km,kg CO2e of N2O per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,CNG,miles,kg CO2e of N2O per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,km,kg CO2e,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,miles,kg CO2e,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,km,kg CO2e,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,miles,kg CO2e,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,km,kg CO2e,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,miles,kg CO2e,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,km,kg CO2e,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,miles,kg CO2e,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,km,kg CO2e,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,miles,kg CO2e,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,km,kg CO2e,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,miles,kg CO2e,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,km,kg CO2e,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,miles,kg CO2e,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,km,kg CO2e,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,miles,kg CO2e,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,km,kg CO2e,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,miles,kg CO2e,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,km,kg CO2e of CO2 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,miles,kg CO2e of CO2 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,km,kg CO2e of CO2 per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,miles,kg CO2e of CO2 per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,km,kg CO2e of CO2 per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,miles,kg CO2e of CO2 per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,km,kg CO2e of CO2 per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,miles,kg CO2e of CO2 per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,km,kg CO2e of CO2 per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,miles,kg CO2e of CO2 per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,km,kg CO2e of CO2 per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,miles,kg CO2e of CO2 per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,km,kg CO2e of CO2 per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,miles,kg CO2e of CO2 per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,km,kg CO2e of CO2 per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,miles,kg CO2e of CO2 per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,km,kg CO2e of CO2 per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,miles,kg CO2e of CO2 per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,km,kg CO2e of CH4 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,miles,kg CO2e of CH4 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,km,kg CO2e of CH4 per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,miles,kg CO2e of CH4 per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,km,kg CO2e of CH4 per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,miles,kg CO2e of CH4 per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,km,kg CO2e of CH4 per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,miles,kg CO2e of CH4 per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,km,kg CO2e of CH4 per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,miles,kg CO2e of CH4 per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,km,kg CO2e of CH4 per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,miles,kg CO2e of CH4 per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,km,kg CO2e of CH4 per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,miles,kg CO2e of CH4 per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,km,kg CO2e of CH4 per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,miles,kg CO2e of CH4 per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,km,kg CO2e of CH4 per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,miles,kg CO2e of CH4 per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,km,kg CO2e of N2O per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,LPG,miles,kg CO2e of N2O per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,km,kg CO2e of N2O per unit,
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,LPG,miles,kg CO2e of N2O per unit,
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,km,kg CO2e of N2O per unit,
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,LPG,miles,kg CO2e of N2O per unit,
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,km,kg CO2e of N2O per unit,
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,LPG,miles,kg CO2e of N2O per unit,
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,km,kg CO2e of N2O per unit,
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,LPG,miles,kg CO2e of N2O per unit,
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,km,kg CO2e of N2O per unit,
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,LPG,miles,kg CO2e of N2O per unit,
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,km,kg CO2e of N2O per unit,
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,LPG,miles,kg CO2e of N2O per unit,
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,km,kg CO2e of N2O per unit,
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,LPG,miles,kg CO2e of N2O per unit,
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,km,kg CO2e of N2O per unit,
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,LPG,miles,kg CO2e of N2O per unit,
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,kg CO2e,0.13051
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,kg CO2e,0.21002
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,kg CO2e,0.14194
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,kg CO2e,0.22843
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,kg CO2e,0.15473
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,kg CO2e,0.249
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,kg CO2e,0.16752
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,kg CO2e,0.26959
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,km,kg CO2e,0.17846
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,miles,kg CO2e,0.2872
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,km,kg CO2e,0.25196
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,miles,kg CO2e,0.4055
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,km,kg CO2e,0.224
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,miles,kg CO2e,0.36048
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,km,kg CO2e,0.1969
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,miles,kg CO2e,0.31687
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,km,kg CO2e,0.1803
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,miles,kg CO2e,0.29016
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,kg CO2e of CO2 per unit,0.12982
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,kg CO2e of CO2 per unit,0.20892
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,kg CO2e of CO2 per unit,0.14111
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,kg CO2e of CO2 per unit,0.2271
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,kg CO2e of CO2 per unit,0.15355
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,kg CO2e of CO2 per unit,0.24711
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,kg CO2e of CO2 per unit,0.16605
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,kg CO2e of CO2 per unit,0.26724
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,km,kg CO2e of CO2 per unit,0.17702
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,miles,kg CO2e of CO2 per unit,0.28488
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,km,kg CO2e of CO2 per unit,0.25076
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,miles,kg CO2e of CO2 per unit,0.40356
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,km,kg CO2e of CO2 per unit,0.22316
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,miles,kg CO2e of CO2 per unit,0.35914
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,km,kg CO2e of CO2 per unit,0.19548
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,miles,kg CO2e of CO2 per unit,0.3146
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,km,kg CO2e of CO2 per unit,0.17888
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,miles,kg CO2e of CO2 per unit,0.28789
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,kg CO2e of CH4 per unit,0.00035
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,kg CO2e of CH4 per unit,0.00056
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,kg CO2e of CH4 per unit,0.0003
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,kg CO2e of CH4 per unit,0.00048
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,kg CO2e of CH4 per unit,0.00018
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,kg CO2e of CH4 per unit,0.00029
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,kg CO2e of CH4 per unit,8e-05
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,kg CO2e of CH4 per unit,0.00012
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,km,kg CO2e of CH4 per unit,9e-05
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,miles,kg CO2e of CH4 per unit,0.00015
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,km,kg CO2e of CH4 per unit,0.00017
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,miles,kg CO2e of CH4 per unit,0.00028
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,km,kg CO2e of CH4 per unit,0.0003
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,miles,kg CO2e of CH4 per unit,0.00048
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,km,kg CO2e of CH4 per unit,0.0001
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,miles,kg CO2e of CH4 per unit,0.00016
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,km,kg CO2e of CH4 per unit,0.0001
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,miles,kg CO2e of CH4 per unit,0.00016
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,km,kg CO2e of N2O per unit,0.00034
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Unknown,miles,kg CO2e of N2O per unit,0.00054
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,km,kg CO2e of N2O per unit,0.00052
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Unknown,miles,kg CO2e of N2O per unit,0.00084
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,km,kg CO2e of N2O per unit,0.001
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Unknown,miles,kg CO2e of N2O per unit,0.0016
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,km,kg CO2e of N2O per unit,0.00139
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Unknown,miles,kg CO2e of N2O per unit,0.00222
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,km,kg CO2e of N2O per unit,0.00135
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Unknown,miles,kg CO2e of N2O per unit,0.00218
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,km,kg CO2e of N2O per unit,0.00103
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Unknown,miles,kg CO2e of N2O per unit,0.00166
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,km,kg CO2e of N2O per unit,0.00053
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Unknown,miles,kg CO2e of N2O per unit,0.00086
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,km,kg CO2e of N2O per unit,0.00132
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Unknown,miles,kg CO2e of N2O per unit,0.00212
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,km,kg CO2e of N2O per unit,0.00132
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Unknown,miles,kg CO2e of N2O per unit,0.00212
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,kg CO2e,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.05669
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.09123
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.08477
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.13643
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.09172
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.14761
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.09133
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.14698
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.1251
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.20132
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.14904
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.23984
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.11663
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.18769
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.10193
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.16406
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.05622
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.09047
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.08413
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.1354
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.09104
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.14652
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.09062
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.14584
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.12426
